comentario,calificacion,marca,modelo,precio
"Es un teléfono acorde a su precio, bonito, bastante funcional e ideal para las tareas diarias. Si les gusta los teléfonos grandes, buenos, y no pesados, este es el ideal. El color lila es divino ♡ me encantó",4,Samsung,Samsung Galaxy A05S 128Gb,449900.0
Hasta el momento me siento satisfecho con el equipo teniendo en cuenta su gama y su precio hace dos dias que lo compre,4,Samsung,Samsung Galaxy A05S 128Gb,449900.0
Eslo mejor de lo mejor,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
El mejor telefono que he tenido,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"El teléfono es demasiado bueno. A comparación de mi dispositivo anterior, el cual era el S21FE, hay demasiados cambios y son muy notorios. La potencia es muy alta podiendo correr cualquier tipo de aplicación si trabarse y una fluidez hermosa sin que se trabe el celular. Respecto a las cámaras, son una de las mejores que vi en toda mi vida, teniendo demasiada calidad en cada uno de los lentes. La IA la encuentro super útil debido a que esta creada para la productividad de las personas y por eso la uso casi siempre para algo, porque además de esto, tiene funciones muy variadas, tales como el redactor de textos, intérprete de idiomas, edición mejorada de imágenes, entre muchísimas más funciones.",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Buena experiencia era lo que esperaba recibir,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Lo compre hace 6 dias y me encanto10000% lo mejir de li mejor,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Muy buena experiencia, una calidad indiscutible...",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Buena experiencia era lo que esperaba recibir,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Lo compre hace 6 dias y me encanto10000% lo mejir de li mejor,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Muy buena experiencia, una calidad indiscutible...",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
La unica duda es por que el pen de mi S24 Ultra huele a quemado,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"ALGUNAS FOTOS QUE TOME ESTE MES, es increíble el zoom que tiene !!",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Excelente producto, me gusta su cámara y como toma las fotografías bajo el sol, excelente refrigeración a la hora de jugar",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Compré este dispositivo hace más de un mes y me gusta mucho.,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Compre este artículo el mes pasado y me encanta 💖,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Producto muy completo y potente software muy bien pulido,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"La inteligencia artificial que utilizar para optimizar la fotografía, da una perspectiva diferente y ayuda obtener un resultado más realista.",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
La mejor cámara nos permite capturar momentos con la mayor calidad,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Compre el S24 Ultra y me encanta, lo recomiendo por su excelente cámara",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Lo compre el mes pasado y estoy super feliz. Las fotos son perfectas,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Aún sorprendida por todos los features que tiene y la cámara ni se diga!!,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Compre este producto hace 2 semanas es lo mejor Super bueno,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Perfecto para la fotografía, dura mucho más la batería y gran capacidad, la mejora de fotos es genial",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Compre mi dispositivo hace 22 días y me a encantado , definitivamente valió la pena la inversión!",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Compre este celular a picos días de su lanzamiento, y desde que lo comencé a usar me encantó su diseño, sus cámaras me encantan y su autonomía",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"El mes pasado tomé la decisión de cambiar mi A53 por el S24 Ultra con IA. Sin lugar a dudas, fue una excelente inversión.",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Llevo casi dos meses con el producto, me gustó la promoción con que venía le dio valor agregado",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Tiene todo y más de lo que necesito dia a día, para cumplir mis necesidades",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Dos meses de usarlo y me encanta mejor rendimiento,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Agárrate fuerte porque te espera una experiencia inolvidable! El Samsung S24 Ultra, una verdadera joya tecnológica, ha llegado para revolucionar tus sentidos. ¿Listo para explorar nuevos horizontes? Con su pantalla Ultra HD, te sumergirás en un océano de colores vibrantes que parecen cobrar vida. Pero eso no es todo, porque este increíble dispositivo fue testigo de un evento celestial sin precedentes: ¡capturó el majestuoso eclipse lunar del pasado lunes 25 de Marzo, en Costa Rica! Sí, has leído bien. A través de su cámara de alta resolución, el S24 Ultra inmortalizó la belleza mágica de la Luna en su máximo esplendor. ¡No podrás creer los detalles que podrás capturar con este teléfono! Además, su potente rendimiento y batería de larga duración te mantendrán en la cima del juego, sin importar cuánto te exijas. Y no nos olvidemos de su conectividad 5G ultrarrápida, que te permitirá surcar la red a velocidades de vértigo. ¡Prepárate para marcar tendencia con su diseño elegante y resistente! ¿A qué estás esperando? El Samsung S24 Ultra está aquí para hacerte vivir experiencias que te dejarán sin aliento. ¡No querrás soltarlo nunca más! #SamsungS24Ultra",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Muy contento con mi s24 ultra, siempre he querio tener uno. Me encata el diseño y sus camaras. La unica pega que le veo es el valor de reventa pero lo bueno es que he visto que samsung tiene un buen trade in",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Me parece un teléfono increíble con unas funciones extraordinaria. Me atrevo a decir que es o podría ser el mejor teléfono inteligente actualmente (por encima del teléfono del mamzanita 🙈). 10/10 el s24 ultra.,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Lo compre justo en preventa, procure ser de los primeros ya que con el S22 Ultra no pude elegir el color Burgundy, esta vez si, definitivamente lo ame desde el principio, funciones, sistema, todo.",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Superó mis expectativas, la cámara esta mejorada con la versión que tenia del s21 ultra",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Lo compré de regalo para mi marido y está feliz!!! El teléfono tiene muchas funcionalidades, es cómodo , de excelente tamaño",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Es lo que esperaba,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Excelente celular, las cámaras ufff espectaculares, nada que decir, recomendable completamente",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Ya llevo unos meses con el producto y cada día descubro sus funciones y me dejan impresionado. Es un teléfono útil. Y su modo dex... es lo mejor.,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Es espectacular, tengo un iPhone 15 Pro para uso personal y si bien es muy bueno, el Galaxy (que lo compré para la pega) o supera con creces, tanto que el iPhone quedó para la pega.",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"El equipo es maravilloso!!! Me encanta, cumple a cabalidad con todas mis necesidades...",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
todo es bueno en este celular,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Excelente,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Lo mejor de android de este 2024. Excelente camara, muy buena batería, excelente pantalla, el equipo se siente premium al tacto Samsung ah mejorado mucho su capa de personalización nada que envidiar a pixel además si eres fan de la marca su ecosistema te ayudara un monton en el día a día, y lo mejor de todo 7 años de actualizaciones que sin duda lo hacen la mejor compra que eh realizado en muchos tiempo",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Excelente móvil. Muy buen diseño, rendimento excelente, y cámara inmejorable.",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Producto de muy buena calidad.,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
I bought this recently and I've loved it from since the time I got it....,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Diseño, color y una inmejorable calidad del producto. Muy rápido para trabajar con internet, buena pantalla y un sonido espectacular",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Igual a la foto y excelente calidad,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
¡Hola equipo Samsung! Gracias por tomarse tanto trabajo y esfuerzos para hacer los teléfonos más perfectos cada vez. El Samsung S24 Ultra 516/12 es lo máximo!!! Gracias por ser tan buenos en todo y sigan con el buen trabajo 😄😍🥰 Siempre compro los Samsung por mi Suga de BTS! Lo amo! @agustd,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Compre este equipo en esta semana y me ha encantado,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Llevo unos meses con este teléfono. Soy estudiante, y me es demasiado útil para sacar apuntes sobre mis clases, o buscar cualquier información. Además, me encanta su increíble cámara",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Compre este producto no hace ni un mes y realmente es el mejor,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Compre este dispositivo y me fasina ya que tiene un buen desempeño en las camaras y tambien el sistema operarivo,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Excelente en todo, rapidez, batería, calidad de materiales, pantalla. Encantado con mi compra.",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Es excelente 👌 el S24 Ultra !! Aunque deberían actualizar las cámaras dado que el S23 Ultra en algunas ocasiones es mejor.,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"El mejor teléfono del mercado muy bueno , supera a todos los celulares de gama alta",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Es un teléfono que funciona excelentemente, rápido, de buen gusto y de un óptimo rendimiento.",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Lo tengo hace 1 mes muy buen equipo, para trabajar practico y con buena fluidez, buena resolución de cámara para subir contenido a RR.SS",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Llevo una semana usandolo y es fascinante . Super celular.,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"El equilibrio justo entre elegancia, potencia, gaming, fotografia, un pc de bolsillo. Con sus 7 años de actualizacion te dara de sobra y un fiel aliado en tu vida. Top de top",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Compre la semana pasada y es un excito lo recomiendo 100%,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Quede impresiónado con calidad de los materiales de fabricación del equipo, diseño elegante, entusiasmado por comenzar a usar todas sus funciones con AI",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Tremenda maquina! Inigualable! Alto rendimiento, alta durabilidad, pantalla inigualable!! 1000% recomendable",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Loco su cámara es una locura. Y el s-pen es buenardo para los detalles de las imágenes y tomar nota,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Lo acabo de comprar pero es seguro que esta super bien,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Elproduto es igual que en la foto calidad premiun,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
J'ai acheté mon Samsung S24 ultra et je suis très contente,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Vengo de un s22 ultra y note las siguientes mejoras: 1) Bateria, mejoro un 20% llegas a final del día y eso es positivo. Sería increíble a futuro contar con mas mhz y mejorar la velocidad de carga. 2) Pantalla plana, es una mejora evitar la pantalla curva, mejora el agarre del disposivito y esteticamente queda mejor. 3) Pantalla brillo, es increible lo bien que se ve en interiores/exteriores, no tiene rival con el nuevo efecto de reflejo. 4) Potencia, siempre conforme con esto y lo uso para trabajar. 5) Camaras, otro paso adelante. Mejoro tambien la integracion con redes sociales (pero le falta mas con instagram en lo que es video xq foto esta ok)",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Corresponde a lo descrito en las caracteristicas um muy buen equipo y excelente camara,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Totalmente satisfecho, teléfono con gran potencial.",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Perfecto pero el cargador es necesario,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Linda arquitectura...rápido...buena cámara...modelo con excelentes funciones,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Es genial muy moderno y elegante buen tamaño,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Las hace todas. Pase de un iphone 14 pro max a este y la versatilidad se nota,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Pense que por tener los border cuadrados seria incomodo y es super comodo, el diseño igual super bueno",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Es lo que esperaba.,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Desde que lo compre no es tenido ningún problema equipo rápido gracias a su memoria Ram, cámara muy buena, batería depende del uso puede dura todo el día además se carga bastantemente rápido teniendo el cargador adecuado me encuentro muy conforme con esta compra",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Está genial el S24 ultra, la resolución y las cámaras es excelente, las funciones IA te facilitan muchas cosas, la traducción instantánea muy buena, el procesador Snapdragon Gen 3 da muy buen rendimiento y la batería buena durabilidad.",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Maravilloso, sin duda es excelente equipo",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
La IA le da un plus extraordinario a todos los beneficios que de por si nos ofrece la marca,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Es hermoso, elegante y súper eficiente. La cámara está a otro nivel.",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Tengo un mes con mi nuevo Galaxy s24 ultra y ha sido una experiencia maravillosa. Simplifica el trabajo, es dinamico, intuitivo y muy actual. Me fascinan las funciones de la camara y muy especialmente todo lo que ue es IA",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Super lindo, rápido y su cámara es perfecta! Me encantó",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Me encanta ya que es más velos y brinda mayor accesibilidad a lo que deseo realiza,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Excelente cámara y rapidez,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Hice el salto de un gama media a un gama alta, decidiendome por el s24 ultra, un gran telefono, gran pantalla, gran sonido y gran pootencia en juegos Estoy satisfecho con mi compra ya que tiene todo lo que uno necesita en productividad y fotografia",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Empecé a utilizar Samsung cuando lanzaron los Galaxy S5 y he ido actualizando con las nuevas versiones, no me arrepiento de nada, buenos dispositivos, elegantes, rendimiento al máximo, diseño, todo es bueno.",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Ta weno Ta weno Ta weno Ta weno Ta weno Ta weno Ta weno Ta weno Ta weno Ta weno Ta weno Ta weno Ta weno Ta weno Ta weno,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Super nice un excellent teléfono, la Camara es una locura",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Sin quejas de momento, muchas funcionalidades nuevas que han mejorado y son muy convenientes para cuando los necesitas. El uso de la IA es notablemente lo que más llama la atención.",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Considerando que tenia un teléfono de 7 años de antigüedad y decidí cambiar al s24 ultra si noto muchas mejoras pero mi principal razón por la cual le doy esta calificación es la cámara muy buena con la única salvedad de que al hacer zoom y que cambia de un lente a otro el color (temperatura) tiende a cambiar entonces no se siente como una transición fluida,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Lo que mas me gusta: - Bateria - Camara - Pantalla,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Lo compre hace dos semana excelente 👌 lo recomiendo,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Lo tengo desde hace 1 mes , y es tremendo , una nave literl",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Llevo un mes usando el S24 Ultra sin ningún problema. La potencia es increíble, las fotos espectaculares y el uso de la AI facilita muchas tareas.",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Es el mejor galaxy fabricado!!!😍 me encanta, y la calidad de la cámara ni hablar.",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Compre el dispositivo hace poco más de un mes y aun hay demasiadas funciones por descubrir, mi experiencia ha sido fantástica hasta este momento",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Tengo el S24 Ulta, Llevo un mes usándolo y me parece un diseño excelente, prefiero pantalla plana que curva. Las funciones de IA me parecen muy buenas. La carga dura mucho dependiendo el uso por supuesto.",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
More features and more space more easy to understand,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Tengo un mes de tenerlo y cero quejas. Muy rápido y una cámara excelente,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
***************** Me encanta *********************,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Excelente equipo en el apartado fotográfico es el mejor !!,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Estoy muy satisfecho con mi S24 Ultra. Cumplió con mis expectativas.,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Compre el Samsung galaxy s24 el mes pasado y me encanta.,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
La mejor marca en celulares me encanta lo compre hace como 3 semanas,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Muy bonito , excelente articulo, lo recibí en óptimas condiciones 👌",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Me encantó desde que salió lo tengo y ha llenado mis expectativas,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Lo compre en febrero, el mejor teléfono que he tenido",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Espere este producto por 15 dias lo pague y espere ese tiempo valio la pena,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Me fascinan las diferentes aplicaciones que trae y las cámaras,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"El mejor del mercado, miy buenas camaras, y excelente pantalla antireflejos",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
El dispositivo tiene un mes y no presenta fallos ni decepciona en ningún aspecto,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Llevo 15 años con samsung y seguiré intentando en su tecnología,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Tuve el S23 ultra antes y no me pareció tan bueno y completo.como este teléfono. La batería es el único detalle que el S23 era mejor, de ahí todo lo demás es un equipo muy completo.",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
La opción de brillo extra y lo de IA esta perfecto,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Compre este producto el mes pasado y me ha encantado,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Compre el producto en fecha de lanzamiento por las funciones que traía ademas del buen sistema operativo de samsung, me ha servido mucho el circula para buscar pero considero todavía hay funciones por mejorar en especial en las apps Instagram for galaxy Whatsapp for galaxy Que sea parecido a sistema IOS con un mejor diseño y más funciones, subir contenido sin perder calidad, las apps se refrescan todo el tiempo al tenerlas en segundo plano, muy buena experiencia de usuario pero todavía jau detalles",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Hace 3 semanas lo compre y a sido una de las mejores decisiones. Su desempeño en cámaras, procesador y pantalla lo hacen un gran aliado en el día a día",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Lo compre en enero y realmente la cámara es genial,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"El teléfono funciona a la perfección, muy buena batería y excelente cámara pero considero que no ha cambiado mucho desde el S22 ultra. Muy bueno pero puede mejorar mucho.",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Tengo 1 mes con el Galaxy S24 Ultra y es la mejor experiencia que he vivido con la tecnología y la IA 🤩 su cámara es impresionante y su manera de edición es otro nivel, además de su maravillosa función de traducción inmediata",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Me gusta todo lo del celular hay cosas q me gustaría cambiar como q bixby sea mejor o el watch 6 tenga funciones de controlarlo con movimientos de la mano no con gestos el celular está perfecto,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Compre este artículo el mes pasado y me encanta, me ha funcionado de maravilla",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Llevo menos de un mes usándolo, pero estoy maravillada, es muy buen teléfono, tiene unas excelentes funciones, la cámara es una maravilla",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Lo mejor q he comprado, me encanta la cámara. Las fotos quedan super lindas!",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
nuevo me gusta este producto soy fan de samsung xdd,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Soy fanático de Samsung... lo cambio todo los años,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Compre el producto ya hace más de un mes y me encanta el sistema y todas sus funciones, solo algo no me gusta se calienta mucho a la hora de cargarlos",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Compre este producto el mes pasado y es sorprendente,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Me gustó la cámara y IA tiene buena utilidad, además la pantalla está genial",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Compre hace una semana y es un cambio radical a vs mi antiguo teléfono.,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Buen teléfono con funciones de inteligencia artificial integradas, excelente cámara y zoom, un tope de gama en todo sentido, muy recomendado.",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"No tengo nada de queja, es funcional, efectivo y llena mis expectativas",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Hace dos meses cambie de iOS a este S24 Ultra. Muy buena implementación del Android y del Samsung UI,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Excelente fotografías y vídeos y el audio es espectacular.,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"La duración de la batería es muy buena, excelente brillo de pantalla en el exterior con sol intenso, las nuevas funciones son muy útiles",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Compré el teléfono y me ha encantado es muy bueno y la cámara espectacular,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Compre el producto el mes pasado y es absolutamente genial,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Hace 1 mes lo compre y de maravilla. Las funciones y de más están de alta calidad,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Compre el producto el mes pasado, estoy fascinado.",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"El mejor teléfono por mucho, deben comprarlo no se arrepentiran",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Desde que lo tomas en manos percibes que es un equipo robusto. Las capacidades de AI, la rapidez del equipo, la fluidez en todos los sentidos y la calidad de fotografía, no tienen comparación.",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Capacidades increíble, funciones de nueva generación que van a marcar un antes y después de los celulares",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Aunque apenas llevamos tres meses del año el S24 Ultra parece ser el celular de este año, su capacidad, la interfaz, las novedades en la fotografia y traducción hacen del S24 Ultra un celular novedoso",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Muy bonito cámara 📷 muy bueno en sistema operativo muy fluido,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
De lo mejor que he tenido en la vida. Tecnologia de punta.,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Este equipo tiene todo lo que deseas de un celular y más! Es una belleza,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Anteriormente poseía un s21 Ultra y realmente no pensé en cambiarlo porque creí que estaba bien y que iba a ser más de lo mismo pero decidí hacer el cambio y wow qué gran diferencia es un gran dispositivo!! Super fluido, super poderoso, super rápido y hermoso",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"muy buen telefono, con todas sus funciones, 100% recomendado",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Compré este producto el mes pasado y me encanta!!!,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Muy bueno el equipo, me rinde al 100 en todos los aspectos 😄",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Compre este celular hace un par de meses y ha sido de la mejores decisiones que he tomado! Una durabilidad increible, 512gb para lo que sea necesario! Y una camara que graba todo mejor de lo que podria ver! (uso lentes)",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Me encanta el s24 ultra me encanta super cámara chuzo de definición,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
El mes pasado lo compre el S24 ultra y es genial me encanta,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Compre éste celular hace 2 meses y fue la mejor inversión,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Me gusta su nuevo material espero que el nuevo se un poco diferente,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Compre este producto el mes pasado su función es excelente y buena calidad en batería,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Lo compré a la semana que salio y super encantado con el producto cumple con todo,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Super bueno, rapido, muy intuitivo fácil de usar gran capacidades",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Compre este producto el mes pasado y me encantó Lo recomiendo excelente inversión,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Adquiri este producto porque lo ame desde su presentacion... usaba el S21 ultra y relamente cuando adquieres un equipo piensas que sera lo mismo... pero la autonomia ... la versatilidad y su desempeno como equupo de trabajo no tiene comparación... estable, práctico y la pantalla fresca una herramienta unica .... galaxy te ganste un 100/10",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Menos de un mes de uso y ya justifica con creces el haberlo adquirido. Estoy satisfecho y gratamente sorprendido. El rendimiento diario supera las expectativas y el soporte tecnológico es de futuro,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Compre el producto el mes pasado y no me arrepiento TEAM Samsung.,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
"Tenía muchos años esperando que la gama alta fuera nuevamente pantalla plana, y con la pantalla a plena luz del sol muy bueno la verdad, espero que los próximos tengan 16gb de Ram",5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Tengo un par de meses con el S24 ultra y todo en si es una maravilla desde la Ai que nos permite mover objetos y eliminar hasta la opción de traducción en tiempo real. Me encanta,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
Me encanta el diseño y lo versátil de su funcionamiento,5,Samsung,Samsung S24 Ultra 256GB 12GB,7500000.0
